,Active,Name,AcresBurned,Latitude,Longitude,Location,Counties,Started,Extinguished,Started Month,Burn Length,Burn Length(h)
311,False,Elk Fire,673.0,55.23,-122.0,"Off of Elk Mountain Road and Mount Dinger Road, north of Upper Lake",Lake,2015-09-02 14:57:00+00:00,2015-09-08 19:28:00+00:00,9,6 days 04:31:00,148.51666666666668
312,False,Cienega Fire,670.0,36.70854,-121.32733999999999,"Cienega Rd & Limekiln Rd, south of Hollister",San Benito,2015-10-12 16:00:00+00:00,2015-10-16 18:00:00+00:00,10,4 days 02:00:00,98.0
313,False,Anza Fire,543.0,33.5736,-116.5387,Highway 74 east of Highway 371,Riverside,2015-08-10 11:44:00+00:00,2015-08-15 17:30:00+00:00,8,5 days 05:46:00,125.76666666666667
314,False,Van Dyke Fire,509.0,0.0,0.0,"Point Ranch, South of Bridgeport",Mono,2015-02-06 16:52:00+00:00,2015-02-20 19:00:00+00:00,2,14 days 02:08:00,338.1333333333333
315,False,Sky Fire,500.0,0.0,0.0,"Rd 632, 2 miles from Hwy 41, Community of Calvin Crest",Madera,2015-06-18 14:31:00+00:00,2015-06-19 08:15:00+00:00,6,0 days 17:44:00,17.733333333333334
316,False,Triple Fire,430.0,36.085212,-118.82423500000002,"Globe Dr and Mountain Rd, Springville",Tulare,2015-07-21 12:35:00+00:00,2015-07-26 10:30:00+00:00,7,4 days 21:55:00,117.91666666666667
317,False,Tenaya Fire,415.0,0.0,0.0,"north rim of Yosemite Valley, east of Yosemite Falls",Mariposa,2015-09-07 21:23:00+00:00,2015-09-11 11:00:00+00:00,9,3 days 13:37:00,85.61666666666666
318,False,Calgrove Fire ,415.0,34.361007,-118.535793,"Southbound Interstate 5, North of Calgrove, Santa Clarita ",Los Angeles,2015-06-24 13:22:00+00:00,2015-06-26 17:00:00+00:00,6,2 days 03:38:00,51.63333333333333
320,False,Lincoln Fire,374.0,0.0,0.0,"off Lincoln Ave, in the Whittier Narrows Park, City of Montebello",Los Angeles,2015-08-16 13:30:00+00:00,2015-08-20 08:10:00+00:00,8,3 days 18:40:00,90.66666666666667
321,False,Ione Fire,355.0,0.0,0.0,"off Ione Rd & Hwy 16, east of Rancho Murietta",Amador,2015-07-02 01:58:00+00:00,2015-07-02 06:36:00+00:00,7,0 days 04:38:00,4.633333333333334
322,False,Warm Fire,300.0,0.0,0.0,Lake Hughes Rd at Warm Springs Rehab Center,Los Angeles,2015-08-16 15:30:00+00:00,2015-08-16 20:00:00+00:00,8,0 days 04:30:00,4.5
323,False,Site Fire,300.0,0.0,0.0,near Corral Hollow Road and the Alameda-San Joaquin county line.,Alameda,2015-06-05 20:22:00+00:00,2015-06-06 07:15:00+00:00,6,0 days 10:53:00,10.883333333333333
324,False,Chorro Fire,282.0,0.0,0.0,"Maricopa Highway 33 & Chorro Grande Canyon, north of Ojai ",Ventura,2015-08-02 13:15:00+00:00,2015-08-12 08:00:00+00:00,8,9 days 18:45:00,234.75
325,False,Forebay Fire,275.0,37.08312,-121.06963,off Hwy 152 near the O’Neill Forebay ,Merced,2015-05-11 10:26:00+00:00,2015-05-11 12:15:00+00:00,5,0 days 01:49:00,1.8166666666666667
327,False,Mendocino National Forest Lightning Complex,227.0,0.0,0.0,throughout Mendocino National Forest,Mendocino,2015-07-30 14:00:00+00:00,2015-08-07 21:00:00+00:00,7,8 days 07:00:00,199.0
328,False,Pacheco Fire,215.0,0.0,0.0,"off Hwy 152 at Dinosaur Point, 3 miles west of San Luis Reservoir",Santa Clara,2015-09-09 15:58:00+00:00,2015-09-10 18:50:00+00:00,9,1 days 02:52:00,26.866666666666667
329,False,Peterson Fire,215.0,38.925764,-122.879272,"off Peterson Lane and Adobe Creek Road, near Kelseyville",Lake,2015-08-22 17:30:00+00:00,2015-08-27 15:15:00+00:00,8,4 days 21:45:00,117.75
330,False,241 Fire,214.0,33.7626,-117.7274,"Hwy 241, south of Santiago Canyon Rd, near Irvine Lake (Orange County)",Orange,2015-07-13 10:47:00+00:00,2015-07-15 18:45:00+00:00,7,2 days 07:58:00,55.96666666666667
331,False,China Fire,212.0,40.415108000000004,-122.439939,"China Gulch, Happy Valley, Southwest of Redding",Shasta,2015-07-29 17:55:00+00:00,2015-08-01 19:00:00+00:00,7,3 days 01:05:00,73.08333333333333
332,False,Mesa Fire,211.0,0.0,0.0,off Burton Mesa Blvd in Lompoc,Santa Barbara,2015-06-29 13:11:00+00:00,2015-06-29 17:05:00+00:00,6,0 days 03:54:00,3.9
333,False,Big Creek Fire,204.0,37.823,-120.15643999999999,off Hwy120 and Sprague Rd near Groveland ,Tuolumne,2015-07-29 16:30:00+00:00,2015-08-04 18:00:00+00:00,7,6 days 01:30:00,145.5
334,False,Pines Fire ,200.0,34.367,-117.68299999999999,Angeles Crest Highway (Hwy 2) north of Wrightwood and near Big Pines,Los Angeles,2015-07-17 21:30:00+00:00,2015-08-04 08:15:00+00:00,7,17 days 10:45:00,418.75
335,False,Stephens Fire,200.0,41.485,-121.851,"Approx. 18 miles northeast of McCloud, just south of Horse Peak",Siskiyou,2015-02-24 12:15:00+00:00,2015-03-02 09:00:00+00:00,2,5 days 20:45:00,140.75
337,False,Rustic Fire,186.0,0.0,0.0,Rustic Hills Drive in the Wood Ranch area Simi Valley,Ventura,2015-08-14 15:22:00+00:00,2015-08-16 12:00:00+00:00,8,1 days 20:38:00,44.63333333333333
338,False,Cooley Fire,181.0,41.8048,-122.5029,5 miles North of the community of Montague on Cooley Rd,Siskiyou,2015-07-13 17:56:00+00:00,2015-07-14 08:30:00+00:00,7,0 days 14:34:00,14.566666666666666
339,False,Wildcat Fire,171.0,32.9421,-116.8534,"Wildcat Canyon Rd and Barona Rd, east of Fernbrook",San Diego,2015-06-17 17:03:00+00:00,2015-06-19 17:45:00+00:00,6,2 days 00:42:00,48.7
342,False,Flat Fire ,167.0,0.0,0.0,"southeast of Woody, south of Poso Flat Road & Burke Creek",Kern,2015-08-20 15:57:00+00:00,2015-08-21 18:45:00+00:00,8,1 days 02:48:00,26.8
343,False,Cutca Fire,167.0,33.383889,-116.86861100000002,"On Palomar Mountain, north of the Palomar Observatory",San Diego,2015-07-24 16:18:00+00:00,2015-07-26 06:45:00+00:00,7,1 days 14:27:00,38.45
345,False,Queen Fire,158.0,41.295667,-123.784067,"off Hwy 169 & McKinnon Hill Rd, 5 miles southeast of Pecwan",Humboldt,2015-07-24 23:00:00+00:00,2015-08-01 21:45:00+00:00,7,7 days 22:45:00,190.75
346,False,Cook Fire,158.0,39.2688,-121.26471000000001,"UC Field Station, Scott Forbes Road",Yuba,2015-06-18 13:07:00+00:00,2015-06-22 11:45:00+00:00,6,3 days 22:38:00,94.63333333333334
348,False,Merwin Fire,150.0,0.0,0.0,off Merwin St in Moreno Valley ,Riverside,2015-07-01 20:38:00+00:00,2015-07-04 13:00:00+00:00,7,2 days 16:22:00,64.36666666666666
349,False,Horse Fire,146.0,40.1058823,-124.0720419,"Saddle Mountain Road, 6 miles NE Shelter Cove",Humboldt,2015-08-18 18:30:00+00:00,2015-08-29 07:00:00+00:00,8,10 days 12:30:00,252.5
350,False,Ward Fire,137.0,40.05083333,-120.70166670000002,East of Taylorsville,Plumas,2015-04-13 05:30:00+00:00,2015-04-18 23:50:00+00:00,4,5 days 18:20:00,138.33333333333334
352,False,Democrat Fire,128.0,40.724897999999996,-122.96173999999999,"Democrat Gulch, west of Weaverville ",Trinity,2015-08-25 14:08:00+00:00,2015-08-29 18:45:00+00:00,8,4 days 04:37:00,100.61666666666666
353,False,Collier Fire,122.0,0.0,0.0,"Jack Tone Rd & Collier Rd, east of Herald",San Joaquin,2015-06-18 14:09:00+00:00,2015-06-18 21:15:00+00:00,6,0 days 07:06:00,7.1
354,False,3-11 Fire,116.0,41.29226,-121.17211699999999,"on Splawn Mountain, northeast of Bieber",Modoc,2015-07-23 16:40:00+00:00,2015-07-26 10:10:00+00:00,7,2 days 17:30:00,65.5
355,False,Mark Fire,114.0,38.052,-120.5577,Marks Ranch Rd south of Angels Camp,Calaveras,2015-08-13 16:15:00+00:00,2015-08-18 07:15:00+00:00,8,4 days 15:00:00,111.0
356,False,Tulloch Fire,112.0,37.83618,-120.61691,"south of Hwy 108 & Tulloch Rd, south of Lake Tulloch",Tuolumne,2015-08-15 16:11:00+00:00,2015-08-16 19:20:00+00:00,8,1 days 03:09:00,27.15
357,False,Shinn Fire,111.0,0.0,0.0,"near Shinn Mountain, 10 miles southeast of Ravendale",Lassen,2015-06-30 18:00:00+00:00,2015-07-03 18:00:00+00:00,6,3 days 00:00:00,72.0
358,False,Apple Fire,110.0,0.0,0.0,Off Apple Rd in Wilton,Sacramento,2015-09-03 12:12:00+00:00,2015-09-03 14:30:00+00:00,9,0 days 02:18:00,2.3
359,False,36 Fire,110.0,40.3506868,-121.77867990000001,off Highwat 36 near Paynes Creek,Tehama,2015-08-08 14:55:00+00:00,2015-08-09 20:30:00+00:00,8,1 days 05:35:00,29.583333333333332
360,False,Riosa Fire,110.0,0.0,0.0,"Riosa Rd & Thousand Oaks Dr, north of Lincoln",Placer,2015-06-08 10:33:00+00:00,2015-06-08 11:45:00+00:00,6,0 days 01:12:00,1.2
363,False,Munjar Fire,104.0,39.8707,-121.8938,"Munjar Rd, 10 miles north of Chico",Butte,2015-10-02 14:38:00+00:00,2015-10-02 17:50:00+00:00,10,0 days 03:12:00,3.2
364,False,Sterling Fire,100.0,34.165974,-117.24387800000001,Sterling Avenue x Foothill Drive East,San Bernardino,2015-06-25 18:30:00+00:00,2015-06-29 09:00:00+00:00,6,3 days 14:30:00,86.5
365,False,Laureles Fire,95.0,36.5696373,-121.75560290000001,off Laureles Grade and Highway 68 ,Monterey,2015-09-19 15:25:00+00:00,2015-09-21 18:20:00+00:00,9,2 days 02:55:00,50.916666666666664
367,False,Sprig Fire,90.0,40.49865,-122.20109,"Sprig Way and Millville Plains Rd, Millville; 10 miles southeast of Redding",Shasta,2015-07-30 12:57:00+00:00,2015-07-31 18:30:00+00:00,7,1 days 05:33:00,29.55
368,False,Advance Fire,86.0,36.49845,-118.9009,5 miles north of the community of Three Rivers near Advance,Tulare,2015-07-30 12:40:00+00:00,2015-08-05 17:45:00+00:00,7,6 days 05:05:00,149.08333333333334
369,False,Otay Fire,80.0,32.6449163,-116.94543870000001,off Otay Lakes Road and Woods Drive in Chula Vista,San Diego,2015-06-26 16:06:00+00:00,2015-06-26 22:15:00+00:00,6,0 days 06:09:00,6.15
370,False,Harrison Fire,80.0,0.0,0.0,Avenue 66 and Harrison Street near Thermal  ,Riverside,2015-06-01 10:16:00+00:00,2015-06-05 16:32:00+00:00,6,4 days 06:16:00,102.26666666666667
371,False,3-12 Fire,77.0,40.856421999999995,-121.101623,"in Dixie Valley, southwest of Bieber",Modoc,2015-07-23 17:30:00+00:00,2015-07-25 22:00:00+00:00,7,2 days 04:30:00,52.5
372,False,Fern Fire,75.0,40.67868,-121.93243999999999,"Fern Rd and Oak Run Rd, 1 mile east of the Community of Oak Run",Shasta,2015-08-02 03:00:00+00:00,2015-08-04 18:00:00+00:00,8,2 days 15:00:00,63.0
373,False,Mallard Fire,75.0,40.509552,-122.19922700000001,off Mallard Way in Millville ,Shasta,2015-07-29 16:30:00+00:00,2015-07-31 18:40:00+00:00,7,2 days 02:10:00,50.166666666666664
375,False,Webb Fire,75.0,0.0,0.0,"off LaPorte Rd, east of Bangor",Butte,2015-07-01 13:05:00+00:00,2015-07-01 20:20:00+00:00,7,0 days 07:15:00,7.25
377,False,Prairie Fire,69.0,0.0,0.0,LaHonda Well area northeast of the community of Tennant,Siskiyou,2015-08-20 16:00:00+00:00,2015-08-22 18:00:00+00:00,8,2 days 02:00:00,50.0
378,False,Pass Fire,67.0,35.77937,-120.19481999999999,Off of Hwy 41 near Cottonwood Pass,Kern,2015-06-15 15:46:00+00:00,2015-06-15 18:45:00+00:00,6,0 days 02:59:00,2.9833333333333334
379,False,Scales Fire,65.0,0.0,0.0,"Cajon Pass, I-15 and Highway 138",San Bernardino,2015-08-01 13:04:00+00:00,2015-08-05 09:00:00+00:00,8,3 days 19:56:00,91.93333333333334
380,False,Kerkhoff Fire,60.0,0.0,0.0,"off Powerhouse Rd, near Kercknoff Lake, north of the community of Auberry",Fresno,2015-07-18 16:31:00+00:00,2015-07-22 10:00:00+00:00,7,3 days 17:29:00,89.48333333333333
381,False,Dixie Fire,60.0,40.875667,-121.033667,"Dixie Valley, south of Bieber",Lassen,2015-06-19 16:15:00+00:00,2015-06-20 19:35:00+00:00,6,1 days 03:20:00,27.333333333333332
382,False,Grapefruit Fire,60.0,0.0,0.0,Off Grapefruit Blvd in Thermal,Riverside,2015-06-18 14:16:00+00:00,2015-06-21 07:25:00+00:00,6,2 days 17:09:00,65.15
383,False,Triangle Fire,60.0,0.0,0.0,"Triangle Rd and Nickel Plate Rd, north of Bootjack",Mariposa,2015-06-18 12:03:00+00:00,2015-06-19 20:05:00+00:00,6,1 days 08:02:00,32.03333333333333
385,False,Point Fire,59.0,40.3929,-122.40546,"Gas Point and Happy Valley Rd, west of Cottonwood",Shasta,2015-08-03 14:28:00+00:00,2015-08-04 08:15:00+00:00,8,0 days 17:47:00,17.783333333333335
386,False,Military Fire,58.0,0.0,0.0,Along Military Pass Road ,Siskiyou,2015-10-10 12:00:00+00:00,2015-10-10 18:45:00+00:00,10,0 days 06:45:00,6.75
388,False,De Luz Fire,55.0,33.4115972,-117.2886249,De Luz Rd and De Luz Murrieta Rd,San Diego,2015-08-09 08:22:00+00:00,2015-08-10 15:05:00+00:00,8,1 days 06:43:00,30.716666666666665
389,False,Fork Fire,55.0,40.0133,-122.552,"Off Lowery Rd, north of Paskenta",Tehama,2015-06-17 12:50:00+00:00,2015-06-17 18:30:00+00:00,6,0 days 05:40:00,5.666666666666667
390,False,Mill 2 Fire,54.0,34.0783472,-117.04878629999999,"Mill Creek Rd and Bryant St, east of Mentone",San Bernardino,2015-07-12 14:46:00+00:00,2015-07-21 07:20:00+00:00,7,8 days 16:34:00,208.56666666666666
393,False,Potrero Fire,50.0,34.15,-118.87944399999999,"Hidden Valley area, southwest of Thousand Oaks",Ventura,2015-11-07 01:45:00+00:00,2015-11-07 16:45:00+00:00,11,0 days 15:00:00,15.0
394,False,Mendocino Lightning Fires,50.0,39.433009999999996,-123.36316000000001,Community of Willits and Brooktrails,Mendocino,2015-07-30 13:36:00+00:00,2015-08-03 08:55:00+00:00,7,3 days 19:19:00,91.31666666666666
395,False,Antelope Fire,45.0,0.0,0.0,Antelope Canyon south of Tehachapi,Kern,2015-09-09 11:45:00+00:00,2015-09-15 19:10:00+00:00,9,6 days 07:25:00,151.41666666666666
396,False,Geary Fire,45.0,0.0,0.0,"off Geary Road in the Sunol Wilderness, 10 miles east of Fremont",Alameda,2015-07-02 04:40:00+00:00,2015-07-03 20:00:00+00:00,7,1 days 15:20:00,39.333333333333336
397,False,FKU Lightning Fires,45.0,0.0,0.0,near Auberry,Fresno,2015-06-05 17:00:00+00:00,2015-06-06 20:00:00+00:00,6,1 days 03:00:00,27.0
398,False,Mason Fire ,43.0,0.0,0.0,Near Clear Lake and Mason Reservoir,Modoc,2015-07-09 15:00:00+00:00,2015-07-13 11:00:00+00:00,7,3 days 20:00:00,92.0
400,False,Center Fire,40.0,40.400196,-120.553075,"Center Rd, east of Susanville",Lassen,2015-09-09 14:12:00+00:00,2015-09-10 07:49:00+00:00,9,0 days 17:37:00,17.616666666666667
401,False,Sullivan Fire,40.0,37.24523,-121.20324,"Sullivan Rd and Orestimba Rd, 10 miles West of Newman",Stanislaus,2015-07-28 12:10:00+00:00,2015-07-28 15:00:00+00:00,7,0 days 02:50:00,2.8333333333333335
402,False,Ascot Fire,40.0,38.1029,-122.1578,Lake Herman Rd and Sky Valley Rd,Solano,2015-07-10 13:36:00+00:00,2015-07-10 17:00:00+00:00,7,0 days 03:24:00,3.4
403,False,Chiles Fire,38.0,38.5287,-122.3415,"Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena",Napa,2015-06-16 14:27:00+00:00,2015-06-17 13:10:00+00:00,6,0 days 22:43:00,22.716666666666665
404,False,Garage Fire,36.0,0.0,0.0,off Pope Valley Road & Howell Mountain Road in Pope Valley ,Napa,2015-06-09 15:23:00+00:00,2015-06-10 09:45:00+00:00,6,0 days 18:22:00,18.366666666666667
405,False,Browns Fire,35.0,40.0,41.46,Hwy 299 and Little Browns Creek Rd east of Weaverville,Trinity,2015-09-08 15:56:00+00:00,2015-09-10 17:05:00+00:00,9,2 days 01:09:00,49.15
407,False,Covelo Fire,35.0,39.7806004,-123.24821399999999,"off Highway 162 and Cemetery Lane, Covelo",Mendocino,2015-06-28 13:30:00+00:00,2015-06-29 07:15:00+00:00,6,0 days 17:45:00,17.75
409,False,Kramer Fire ,30.0,41.12362,-121.19425600000001,"off of Kramer Road and 4 Corners Road, west of Beiber ",Lassen,2015-08-29 16:06:00+00:00,2015-08-30 08:00:00+00:00,8,0 days 15:54:00,15.9
410,False,Francis Fire,30.0,39.33303,-121.18735,Colgate Powerhouse south of Dobbins,Yuba,2015-08-03 18:07:00+00:00,2015-08-05 07:30:00+00:00,8,1 days 13:23:00,37.38333333333333
411,False,Banister Fire,29.0,0.0,0.0,off Wood Ranch Parkway 2 miles sw of Simi Valley,Ventura,2015-11-11 17:40:00+00:00,2015-11-12 18:00:00+00:00,11,1 days 00:20:00,24.333333333333332
412,False,Baxter Fire,26.0,38.9361,-121.1548,"Baxter Grade Rd, 3 miles West of Auburn",Placer,2015-07-22 18:17:00+00:00,2015-07-22 19:50:00+00:00,7,0 days 01:33:00,1.55
413,False,Park Fire,25.0,32.682547,-116.51683999999999,"Off of Lake Morena Drive near Lake Morena Park, north of Campo",San Diego,2015-07-24 12:43:00+00:00,2015-07-25 16:05:00+00:00,7,1 days 03:22:00,27.366666666666667
414,False,Betabel Fire,25.0,36.8727,-121.5681,"off Hwy 101 between Anzar Rd & Hwy 156, in Aromas",San Benito,2015-07-20 13:23:00+00:00,2015-07-20 15:30:00+00:00,7,0 days 02:07:00,2.1166666666666667
416,False,Buckaroo Fire,25.0,0.0,0.0,off Bucks Bar Cir & Buckaroo Trail near Somerset,El Dorado,2015-07-02 17:10:00+00:00,2015-07-05 11:30:00+00:00,7,2 days 18:20:00,66.33333333333333
417,False,Fox Fire,25.0,0.0,0.0,"Lookout Mountain Rd & Fox Field Lane, south of Mormon Bar",Mariposa,2015-06-07 12:06:00+00:00,2015-06-09 09:00:00+00:00,6,1 days 20:54:00,44.9
418,False,Oasis Fire,25.0,0.0,0.0,Hwy 20 near Lake County- Colusa County Line,Lake,2015-06-05 19:57:00+00:00,2015-06-06 06:45:00+00:00,6,0 days 10:48:00,10.8
419,False,Snow Fire,25.0,0.0,0.0,"Snow Creek Road, south of Highway 111",Riverside,2015-06-05 13:32:00+00:00,2015-06-05 19:00:00+00:00,6,0 days 05:28:00,5.466666666666667
420,False,Dorris Fire,24.0,41.999340999999994,-121.891226,"Off Hwy 161 & Hwy 97, northeast of Dorris",Siskiyou,2015-07-21 17:00:00+00:00,2015-07-22 17:00:00+00:00,7,1 days 00:00:00,24.0
421,False,Soda Fire,23.0,39.0263,-123.303,"off Hwy 253, 4 miles northeast of Boonville (Mendocino County).",Mendocino,2015-07-04 15:30:00+00:00,2015-07-05 09:00:00+00:00,7,0 days 17:30:00,17.5
422,False,Grade Fire,22.0,38.831478000000004,-122.53428000000001,"Jerusalem Grade Rd & June Bug Rd, 7 miles northeast of Middletown",Lake,2015-08-24 12:12:00+00:00,2015-08-25 18:30:00+00:00,8,1 days 06:18:00,30.3
423,False,Gibraltar Fire,21.0,34.4828,-119.63216000000001,between Montecito Peak and Coldspring Saddle,Santa Barbara,2015-10-29 05:30:00+00:00,2015-11-09 12:00:00+00:00,10,11 days 06:30:00,270.5
424,False,Spider Fire,21.0,33.986204,-117.43942,"San Timoteo Canyon Rd and Redlands Blvd, northeast of Moreno Valley",Riverside,2015-07-12 13:52:00+00:00,2015-07-12 19:48:00+00:00,7,0 days 05:56:00,5.933333333333334
426,False,Pleasure Fire,19.0,38.519132,-122.181878,"Steele Canyon Rd. and Headlands Dr., Lake Berryessa",Napa,2015-06-27 12:51:00+00:00,2015-06-28 18:00:00+00:00,6,1 days 05:09:00,29.15
427,False,Keswick Fire,18.0,40.5953,-122.4397,"Middle Creek Road, north of Hwy 299",Shasta,2015-07-07 12:34:00+00:00,2015-07-08 16:30:00+00:00,7,1 days 03:56:00,27.933333333333334
428,False,Buck Fire,16.0,40.1093,-123.774,off Alderpoint Road & Wallan Road near Garberville ,Humboldt,2015-07-28 17:19:00+00:00,2015-07-31 19:00:00+00:00,7,3 days 01:41:00,73.68333333333334
429,False,Mad River Complex,0.0,0.0,0.0,Near Ruth Lake area,Trinity,2015-07-30 16:00:00+00:00,2015-08-01 15:25:00+00:00,7,1 days 23:25:00,47.416666666666664
430,False,Washington Fire,0.0,38.598056,-119.751944,south of Markleeville,Alpine,2015-06-19 19:00:00+00:00,2015-06-22 12:05:00+00:00,6,2 days 17:05:00,65.08333333333333
431,False,Soberanes Fire,132127.0,36.45994,-121.89938000000001,"Soberanes Creek, Garrapata State Park, Palo Colorado, north of Big Sur",Monterey,2016-07-22 08:48:00+00:00,2016-10-13 11:30:00+00:00,7,83 days 02:42:00,1994.7
432,False,Erskine Fire,48019.0,35.6115,-118.45628,Off Erskine Creek Rd in Lake Isabella,Kern,2016-06-23 15:51:00+00:00,2016-07-11 09:40:00+00:00,6,17 days 17:49:00,425.81666666666666
433,False,Chimney Fire,46344.0,35.70595,-120.98316000000001,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,San Luis Obispo,2016-08-13 16:03:00+00:00,2016-09-06 07:30:00+00:00,8,23 days 15:27:00,567.45
434,False,Blue Cut Fire,36274.0,34.30372,-117.49342,"off of I-15 and Hwy 138, north of San Bernardino ",San Bernardino,2016-08-16 10:44:00+00:00,2016-08-23 07:45:00+00:00,8,6 days 21:01:00,165.01666666666668
435,False,Gap Fire,33867.0,41.851000000000006,-123.118,"off Seiad Creek Rd, 5 miles northeast o Seiad Valley",Siskiyou,2016-08-27 18:00:00+00:00,2016-08-28 18:15:00+00:00,8,1 days 00:15:00,24.25
436,False,Rey Fire ,32606.0,0.0,0.0,"off of Hwy 154 and Paradise Rd, north of Santa Barbara",Santa Barbara,2016-08-18 17:57:00+00:00,2016-09-15 15:20:00+00:00,8,27 days 21:23:00,669.3833333333333
438,False,Canyon Fire,12518.0,34.63445,-120.54421,"Santa Ynez Ridge Road and Egress Road, south side of Vandenberg Air Force Base",Santa Barbara,2016-09-17 17:20:00+00:00,2016-09-27 14:00:00+00:00,9,9 days 20:40:00,236.66666666666666
439,False,Pilot Fire,8110.0,34.28771,-117.27338,"Pilot Rock & Hwy 138, southeast of Hesperia",San Bernardino,2016-08-07 12:18:00+00:00,2016-08-16 08:00:00+00:00,8,8 days 19:42:00,211.7
441,False,Sherpa Fire,7474.0,34.775999999999996,-119.64299999999999,west of Goleta,Santa Barbara,2016-06-15 15:21:00+00:00,2016-07-12 14:30:00+00:00,6,26 days 23:09:00,647.15
442,False,Mineral Fire,7050.0,36.099740000000004,-120.51057,"off Hwy 198 & Mineral Springs Rd, W of Coalinga",Fresno,2016-08-09 13:08:00+00:00,2016-08-18 19:00:00+00:00,8,9 days 05:52:00,221.86666666666667
443,False,Cold Fire,5731.0,38.52513,-122.06788,"off of Highway 128 west of Pleasants Valley Road, west of Winters",Yolo,2016-08-02 16:36:00+00:00,2016-08-12 15:00:00+00:00,8,9 days 22:24:00,238.4
444,False,Trailhead Fire,5646.0,38.96741,-120.9375,along the  Middle Fork of the American River near Todd Valley,El Dorado,2016-06-28 13:55:00+00:00,2016-07-18 09:50:00+00:00,6,19 days 19:55:00,475.9166666666667
446,False,Owens River Fire,5443.0,37.75985,-118.95308999999999,"Clark Canyon, north of Mammoth Lakes, east of Hwy 395",Inyo,2016-09-17 13:49:00+00:00,2016-09-18 08:10:00+00:00,9,0 days 18:21:00,18.35
447,False,San Gabriel Complex (Formerly Fish & Reservoir Fires),5399.0,0.0,0.0,south of Azusa,Los Angeles,2016-06-20 13:59:00+00:00,2018-04-23 15:07:00+00:00,6,672 days 01:08:00,16129.133333333333
448,False,Marek Fire,4824.0,34.31,-118.335,Lake View Terrace,Los Angeles,2016-11-14 05:45:00+00:00,2016-11-14 14:00:00+00:00,11,0 days 08:15:00,8.25
449,False,Loma Fire,4474.0,37.106320000000004,-121.85318000000001,off Loma Prieta Rd and Loma Chiquita Rd 10 miles NW of Morgan Hill,Santa Clara,2016-09-26 14:42:00+00:00,2017-09-19 10:30:00+00:00,9,357 days 19:48:00,8587.8
451,False,Clayton Fire,3929.0,38.89741,-122.60663999999998,off Hwy 29 and Clayton Creek south of Lower Lake,Lake,2016-08-13 18:03:00+00:00,2016-08-26 18:00:00+00:00,8,12 days 23:57:00,311.95
452,False,Metz Fire,3876.0,36.38123,-121.20058999999999,"Metz Rd & Blue Jay Ln, southeast of Soledad",Monterey,2016-05-22 15:27:00+00:00,2016-05-25 18:15:00+00:00,5,3 days 02:48:00,74.8
453,False,Roberts Fire,3712.0,0.0,0.0,10 miles northwest of Paso Robles on Camp Roberts Military Base,San Luis Obispo,2016-05-18 14:27:00+00:00,2016-05-20 18:00:00+00:00,5,2 days 03:33:00,51.55
454,False,Curry Fire,2944.0,36.0749,-120.452041,"Curry Mountain, 7 miles SW of Coalinga",Fresno,2016-07-01 17:16:00+00:00,2016-07-05 07:05:00+00:00,7,3 days 13:49:00,85.81666666666666
455,False,Pony Fire,2860.0,41.623000000000005,-123.557,15 miles SW of Happy Camp (Siskiyou County),Siskiyou,2016-06-07 02:45:00+00:00,2016-11-08 10:15:00+00:00,6,154 days 07:30:00,3703.5
456,False,Clark Fire,2819.0,0.0,0.0,"on Bald Mountain, northeast of Mammoth",Mono,2016-08-04 14:09:00+00:00,2016-08-07 19:14:00+00:00,8,3 days 05:05:00,77.08333333333333
457,False,Soup Complex,2652.0,41.2649,-120.3178,"Soup Springs, 12 miles east of Likely",Modoc,2016-09-17 14:37:00+00:00,2016-10-13 11:30:00+00:00,9,25 days 20:53:00,620.8833333333333
458,False,Willard Fire,2575.0,40.3915,-120.7845,"off of Willard Creek Road, west of Susanville",Lassen,2016-09-11 11:33:00+00:00,2016-09-22 07:00:00+00:00,9,10 days 19:27:00,259.45
459,False,Coleman Fire,2520.0,36.01542,-121.25028999999999,off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett,Monterey,2016-06-04 14:33:00+00:00,2016-06-20 08:30:00+00:00,6,15 days 17:57:00,377.95
461,False,Goose Fire,2241.0,37.01591,-119.50506999999999,"Off Gooseberry Ln & Morgan Canyon, south of Prather ",Fresno,2016-07-30 16:40:00+00:00,2016-08-09 18:30:00+00:00,7,10 days 01:50:00,241.83333333333334
462,False,Sacata Fire,2100.0,36.94536,-119.25958999999999,"near Sacata Ridge, located above Pine Flat",Fresno,2016-10-11 12:58:00+00:00,2016-10-20 07:00:00+00:00,10,8 days 18:02:00,210.03333333333333
464,False,Sawmill Fire,1547.0,38.80017,-122.82895,"off Big Geysers Road and Geysers Resort Road, 10 miles east of Cloverdale",Sonoma,2016-09-25 10:43:00+00:00,2016-09-29 17:00:00+00:00,9,4 days 06:17:00,102.28333333333333
466,False,Dinosaur Fire,1246.0,37.07147,-121.20155,"Off Hwy152 at Dinosaur Point, westside of San Luis Reservoir ",Merced,2016-06-25 23:45:00+00:00,2016-06-26 18:50:00+00:00,6,0 days 19:05:00,19.083333333333332
